Text,label
the steam summer sale continues today with discounts on thousands of games  videos and software  discount offers end july 5th at 10 am pacific unless otherwise specified,steam
argo is now available and free to play on steam  jump straight into combat and enter some of the most exhilarating online multiplayer battles in gaming project argo is a competitive tactical first person shooter  in which two bands of mercenaries compete over objectives in a 5 vs 5 match up,steam
the steam summer sale has started  for the next 13 days  take advantage of discounts on thousands of products  including games  videos  and software  as well as the exclusive summer sale trading cards and sticker book discount offers end july 5th at 10 am pacific time unless otherwise specified,steam
now available on steam over 50 anime series from crunchyroll  save 50 on your favorite series like yuri   on ice  miss kobayashi s dragon maid  and showa genroku rakugo shinji  view the full list here http store steampowered com sale crunchyroll offer ends july 5th at 10am pacific time,steam
today s deal save up to 90 on serious sam franchise  look for the deals each day on the front page of steam or follow us on twitter or facebook for instant notifications wherever you are  offer ends thursday at 10am pacific time,steam
dungeon defenders ii is now available on steam  dungeon defenders ii is a cooperative action tower defense game  packed with roleplaying elements like loot  levelling  and pets,steam
darkest dungeon the crimson court  all new content for darkest dungeon is now available on steam  darkest dungeon the crimson court is the first expansion for the award winning grim and gothic rpg by red hook studios the crimson court enhances any darkest dungeon campaign with the addition of a new storyline and dungeon  new hero class  new monsters  new bosses  the fanatic wandering miniboss  set trinkets for every hero  and new buildings to upgrade your hamlet  it is designed to be played alongside your existing campaign or as a new one it s your choice,steam
serious sam s bogus detour is now available on steam and is 10 off  serious sam s bogus detour is an all new action adventure in the legendary serious sam saga from hammerwatch developer crackshell offer ends june 27 at 10am pacific time,steam
nex machina is now available on steam and is 20 off  nex machina is an intense arcade style twin stick shooter from housemarque taking hints from both robotron and smash tv  nex machina focuses on pure action  voxel destruction and competition in the distant  cablepunk themed future offer ends june 27 at 10am pacific time,steam
today s deal save 75 on geometry dash  look for the deals each day on the front page of steam or follow us on twitter or facebook for instant notifications wherever you are  offer ends wednesday at 10am pacific time,steam
today s deal save 66 on the binding of isaac rebirth  look for the deals each day on the front page of steam or follow us on twitter or facebook for instant notifications wherever you are  offer ends monday at 10am pacific time,steam
today s deal save 25 on hidden folks  look for the deals each day on the front page of steam or follow us on twitter or facebook for instant notifications wherever you are  offer ends sunday at 10am pacific time,steam
fixed issue where toasts from a broadcaster the user caster had not selected would incorrectly display fixed crash when closing the broadcaster menu in certain cases broadcaster toasts will no longer broadcast automatically when pressing the enter key inside the text entry,steam
the king of fighters xiv steam edition is now available on steam and is 20 off  the king of fighters xiv finally hits steam  kof xiv is back with its classic 2d gameplay and 3 on 3 team battle game system but evolved to 3d  54 charismatic fighters are about to clash in this new chapter of kof  offer ends june 22nd,steam
symphonic rain is now available on steam and is 15 off  the reborn hd edition  remastered by siro  set in piova  the city of music and endless rain guide chris vertin on the path to become a master musician in a harmonious fusion of visual novel and music based gameplay offer ends june 21 at 10am pacific time,steam
today s deal save 60 on xcom 2  look for the deals each day on the front page of steam or follow us on twitter or facebook for instant notifications wherever you are  offer ends friday at 10am pacific time,steam
save 60 on dying light the following enhanced edition during this week s midweek madness  offer ends friday at 10am pacific time,steam
today s deal save 50 on tyranny  look for the deals each day on the front page of steam or follow us on twitter or facebook for instant notifications wherever you are  offer ends thursday at 10am pacific time,steam
lawbreakers is now available for pre purchase on steam  bring your skills and get ready to deliver death from every angle as you compete in unprecedented gravity defying combat in lawbreakers  the new first person shooter from legendary game designer cliff bleszinski and the boss key productions team pre order now to get the assassinated animated account portrait  kitsune honor bound skin  and the hellion sunflare skin offer ends august 8,steam
watch the pc gaming show from e3 2017 live on steam from 10am 11 30am pst on monday june 12th 2017,steam
tacoma is now available for pre purchase on steam and is 10 off  tacoma is a narrative adventure set aboard a high tech space station in the year 2088 as you go about your mission  you ll explore every detail of how the station s crew lived and worked  finding the clues that add up to a gripping story of trust  fear  and resolve in the face of disaster offer ends august 2nd,steam
reaping rewards is now available on steam  reaping rewards is an interactive vr narrative where you will make emotional choices using motion controllers to engage with the story directed by matthew ward  cinematics director at bungie   with music by glen phillips of toad the wet sprocket reaping rewards was built in vr using the limitless vr creative environment and produced by limitless ltd  the team behind the interactive vr character experience gary the gull,steam
pixel worlds is now available on steam  joins thousands of other players in this massively multiplayer sandbox game build  trade  chat  play and create with other players you can play your game on both steam and on android and apple devices,steam
dirt 4 is now available on steam  dirt 4 is all about embracing fear it s about the thrill  exhilaration and adrenaline that is absolutely vital to off road racing it s about loving the feeling of pushing flat out next to a sheer cliff drop  going for the gap that s too small and seeing how much air you can get be fearless,steam
add payday 2 to your account for free starting now to the first 5 million customers  once you add the game it will remain in your account permanently  so do nt miss out on this opportunity to play a great game,steam
battle dome is now available on steam  have a virtual shootout with other players  work by yourself or with teammates to achieve victory will you survive the battle dome,steam
play mirage arcane warfare for free starting now through sunday at 1pm pacific time  if you already have steam installed  click here to install or play mirage arcane warfare if you do nt have steam  you can download it here,steam
play deformers for free starting now through sunday at 1pm pacific time you can also pickup deformers at 50 off the regular price  if you already have steam installed  click here to install or play deformers if you do nt have steam  you can download it here offer ends monday at 10am pacific time,steam
today s deal save 66 on project cars  look for the deals each day on the front page of steam or follow us on twitter or facebook for instant notifications wherever you are  offer ends saturday at 10am pacific time,steam
save 50 75 on the escapists series as part of this week s weekend deal  offer ends monday at 10am pacific time,steam
call of duty black ops iii zombies chronicles is now available for pre purchase on steam  includes 8 remastered classic zombies maps from call of duty world at war  call of duty black ops and call of duty black ops ii complete maps from the original saga in fully remastered hd playable in call of duty black ops iii bonus content purchase zombies chronicles and also get 20 vials of liquid divinium 2 all new whimsical gobblegums 5 zombies pack a punch weapon camos,steam
today s deal save 60 on blood bowl 2  look for the deals each day on the front page of steam or follow us on twitter or facebook for instant notifications wherever you are  offer ends friday at 10am pacific time,steam
form is now available on steam and is 25 off  enter a surreal adventure where puzzles are built from dreams and memories solve the mystery behind an ancient artifact advance through a world that transforms around you transcend this existence offer ends june 8 at 10am pacific time,steam
the elder scrolls online morrowind is now available on steam  adventure awaits in this new chapter of the award winning online series morrowind is on the verge of destruction  and it s up to you to save it from a deadly daedric threat embark on a dangerous journey through legendary locales,steam
add outland to your account for free starting now until june 8th at 10am pacific time  once you add the game it will remain in your account permanently  so do nt miss out on this opportunity to play a great game  additionally  check out housemarque s upcoming title  nex machina  currently in pre purchase at 20 off all outland owners receive an additional 10 off now through launch on june 20th,steam
battlesloths 2025 the great pizza wars is now available on steam  sloths pizza chaos battlesloths 2025 the great pizza wars is the fast paced multiplayer competitive twin stick shooter of your slothy dreams and the follow up to the original battlesloths compete with up to 4 human players or play against ai sloths use a myriad of weaponry to destroy your enemies in a quest to eat all pizza,steam
hellblade senua s sacrifice is now available for pre purchase on steam  pre purchase now and receive an exclusive digital comic short  hellblade senua s song from the makers of heavenly sword  enslaved odyssey to the west  and dmc devil may cry  comes a warrior s brutal journey into myth and madness set in the viking age  a broken celtic warrior embarks on a haunting vision quest into viking hell to fight for the soul of her dead lover,steam
save 50 on the evil within during this week s midweek madness  offer ends thursday at 4pm pacific time,steam
today s deal save 40 on orwell  look for the deals each day on the front page of steam or follow us on twitter or facebook for instant notifications wherever you are  offer ends tuesday at 10am pacific time,steam
today s deal save 75 on sheltered  look for the deals each day on the front page of steam or follow us on twitter or facebook for instant notifications wherever you are  offer ends monday at 10am pacific time,steam
blitzkrieg 3 is now available on steam  blitzkrieg 3 is an online ww2 rts made for true admirers of strategic mastery  challenge your tactical skills in three historical campaigns and defeat other players or powerful neural network ai in competitive matches,steam
ultimate epic battle simulator is now available on steam and is 10 off  here is a sandbox like no other create massive battles with absolutely no limits want to see 10  000 chickens fight an army of romans   sure  why not want to see a company of ww2 u s soldiers fight 11  000 medieval soldiers   there are simply no limits to the carnage you can achieve in uebs offer ends june 8 at 10am pacific time,steam
today s deal save 50 on planet explorers  look for the deals each day on the front page of steam or follow us on twitter or facebook for instant notifications wherever you are  offer ends saturday at 10am pacific time,steam
save 50 on abzu as part of this week s weekend deal  offer ends monday at 10am pacific time,steam
oh sir  the hollywood roast is now available on steam and is 15 off  the boys are back  and they look better than ever  oh sir  the hollywood roast is a brand new spinoff to the surprise indie hit 0f 2016  oh sir   the insult simulator this time around we re taking tinsel town down a few notches  whilst classing up the joint play as one of many famous  but for legal purposes  slightly different pop culture icons and verbally spar with other hollywood elitists using a deep battle system offer ends june 7 at 10am pacific time,steam
rezrog is now available on steam and is 10 off  test your fighting spirit as you take your party of brave adventurers on an epic quest to restore peace to the lands of rezrog in this table top inspired  turn based  dungeon crawler upgrade your skills tactically exploit enemy weaknesses as you try to handle everything the dungeons will throw at you offer ends june 7 at 10am pacific time,steam
the golf club 2 is now available for pre purchase on steam get a head start on your career with bonus in game content that will take you from rags to riches  and pre purchase now to receive the aristocrat pack the golf club 2 offers a dynamic  single player career mode  infinite hours of interactive golfing with online opponents  a new and improved course creator  cutting edge swing mechanics  and a host of brand new  lush environments all blending together seamlessly to create your dream golfing experience,steam
lock s quest is now available on steam and is 20 off  build defenses and battle against the clockwork horde in this 2d action rpg tower defense hybrid experience a gripping story  which unfolds as you progress through 75 days of warfare  aided by a collection of turrets  traps and special attacks offer ends june 6 at 10am pacific time,steam
giant cop justice above all is now available on steam  giant missions  giant fun in pint sized micro city you are the giant cop use your size to your advantage to explore the open world  find hidden interactive objects and tower over the city uncovering a criminal plot that threatens micro city giant cop is a satirical  narrative driven game  a vibrant  70s styled open world with a sandbox design  giving you the freedom to fight crime in a giant way,steam
save 33 on obduction during this week s midweek madness  offer ends friday at 10am pacific time,steam
perception is now available on steam and is 13 off  a first person narrative horror adventure that puts players in the shoes of a young blind woman who must use her extraordinary hearing and razor sharp wits to solve mysteries and escape a deadly presence offer ends june 6 at 10am pacific time,steam
sonic mania is now available for pre purchase on steam and is 10 off  experience the ultimate celebration of past and future in sonic mania  an all new 2d sonic adventure running at a crisp 60fps with stunning hd retro style graphics multiple playable characters give you the ability to go explosively fast as sonic  soar as tails  or power through tough obstacles with knuckles brute strength you can re live the sonic of the past with an exciting new twist on classic zones while fighting against new bosses and dr eggman s evil robot army go head to head with players in competition mode or play in co op mode with a friend sonic mania is developed by christian whitehead  headcannon  and pagodawest games in collaboration with sonic team welcome to sonic mania  offer ends when the game is released,steam
today s deal save 66 on the technomancer  look for the deals each day on the front page of steam or follow us on twitter or facebook for instant notifications wherever you are  offer ends monday at 10am pacific time,steam
life is feudal forest village is now available on steam  lif forest village is a city builder with survival aspects in a realistic harsh medieval world shape  build and expand your settlement  grow various food to prevent your villagers from avitaminosis and starvation possess them for additional micromanagement or simply to wander around,steam
emily is away too is now available on steam  emily is away too is a brand new story featuring new characters and multiple different endings message your friends  surf the web and choose your path through this branching narrative,steam
today s deal save 75 on state of decay yose  look for the deals each day on the front page of steam or follow us on twitter or facebook for instant notifications wherever you are  offer ends sunday at 10am pacific time,steam
everspace is now available on steam  everspace combines fast paced combat with roguelike elements  great visuals and a captivating story it takes you on a challenging journey through an ever changing  beautifully crafted universe full of surprises shoot  craft and loot your way to victory while the odds are stacked against you,steam
play racket nx on the htc vive for free starting now through sunday at 1pm pacific time you can also pickup racket nx at 15 off the regular price  if you already have steam installed  click here to install or play racket nx if you do nt have steam  you can download it here offer ends monday at 10am pacific time,steam
today s deal save 40 on glittermitten grove  look for the deals each day on the front page of steam or follow us on twitter or facebook for instant notifications wherever you are  offer ends saturday at 10am pacific time,steam
save up to 75 on the do nt starve series as part of this week s weekend deal  offer ends monday at 10am pacific time,steam
awesomenauts is now free to play on steam  conflict spans the stars as huge robot armies are locked in an enduring battle head out to the battlefields with your friends in this 3 on 3 action platformer best of all it s completely free to play,steam
black desert online is now available on steam and is 40 off  black desert online is a sandbox  living world mmorpg experience fast paced  action packed combat  hunt monsters and huge bosses  fight with friends in a guild to siege nodes and region castles  train your life skills such as fishing  trading  crafting  cooking  and much more  offer ends may 31 at 10am pacific time,steam
dead realm is now available on steam  ghosts prey on the living inside the haunted mansion of a long dead electricity tycoon dead realm is a creepy  multiplayer action game with beautiful  immersive environments you can play as either a ghost or a human character and work with your friends to run  hide  survive or die,steam
grand theft auto v is on sale now  offer ends tuesday  may 30th at 10am pacific time,steam
save 66 on hacknet during this week s midweek madness  offer ends friday at 10am pacific time,steam
get starpoint gemini 2 for free starting now until may 24th at 10am pacific time  once you add the game it will remain in your account after the free period  so do nt miss out  captain your own space ship and roam the galaxy in 3d in this tactical space simulator with tons of rpg depth  space has never looked so inviting but images can betray it has been two years since the end of the second gemini war  the situation in the wartorn system is further from resolution than ever,steam
today s deal save 50 on renowned explorers international society  look for the deals each day on the front page of steam or follow us on twitter or facebook for instant notifications wherever you are  offer ends tuesday at 10am pacific time,steam
today s deal save 50 on gremlins  inc  look for the deals each day on the front page of steam or follow us on twitter or facebook for instant notifications wherever you are  offer ends sunday at 10am pacific time,steam
play guild of dungeoneering for free starting now through sunday at 1pm pacific time you can also pickup guild of dungeoneering at 60 off the regular price  if you already have steam installed  click here to install or play guild of dungeoneering if you do nt have steam  you can download it here offer ends monday at 10am pacific time,steam
today s deal save 75 on the wolf among us  look for the deals each day on the front page of steam or follow us on twitter or facebook for instant notifications wherever you are  offer ends saturday at 10am pacific time,steam
save big on the entire call of duty franchise as part of this week s weekend deal  with up to 66 off on games  packs  and dlcs  you can also play the call of duty infinite warfare multiplayer for free  now until sunday at 1pm pacific additionally  check out the pre purchase offer for call of duty world war ii  releasing this november offer ends monday at 10am pacific time,steam
oxygen not included is now available on steam early access  oxygen not included is a space colony simulation game deep inside an alien space rock your industrious crew will need to master science  overcome strange new lifeforms  and harness incredible space tech to survive  and possibly  thrive,steam
assetto corsa ready to race pack  all new content for assetto corsa is now available on steam  ready to race includes 10 new cars from audi  lotus  mclaren  maserati and toyota  providing the most wanted models ready to race  our all new rtr dlc provides a great variety of models that mix technology  power  history and design from italy  germany  great britain and japan  resulting in a package designed to meet all your wishes,steam
cities skylines mass transit  all new content for cities skylines is now available on steam  mass transit is the latest expansion for cities skylines  the award winning city building game  and it brings several new systems into play to help citizens traverse their towns in speed and style commuters can now get around on the water  up high mountain peaks  and even through the sky thanks to the addition of ferries  monorails  cable cars  and blimps to the game,steam
production line is now available on steam early access  production line is the new car factory management simulation tycoon game that pushes your organisational and entrepreneurship skills to the limit can you build the ultimate optimised  free flowing car production line whilst beating the competition and still turn a profit,steam
mages of mystralia is now available on steam and is 10 off  in a world of magic  your mind is your greatest weapon learn the ways of magic and design your own spells to fight enemies  navigate treacherous terrain  and right past wrongs in the kingdom of mystralia offer ends may 25 at 10am pacific time,steam
today s deal save 85 on defcon  look for the deals each day on the front page of steam or follow us on twitter or facebook for instant notifications wherever you are  offer ends friday at 10am pacific time,steam
the surge is now available on steam  welcome to creo  the megacorporation saving the world  a catastrophic event has knocked you out during the first day on the job you wake up equipped with a heavy grade exoskeleton  in a destroyed section of the complex,steam
today s deal save 75 on crusader kings ii  look for the deals each day on the front page of steam or follow us on twitter or facebook for instant notifications wherever you are  offer ends tuesday at 10am pacific time,steam
battlezone is now available on steam and is 15 off  strap into the cockpit of the cobra the most powerful tank ever built and experience first person vr combat across neon scarred sci fi landscapes in an explosive campaign for 1 4 players offer ends may 18 at 10am pacific time,steam
the steam 360 video player  which allows for instant playback of vr movies and other linear vr shorts and shows  is now available in beta the steam 360 video player leverages the pixvana spin studio technology to enable adaptive streaming in steam vr  eliminating the need to launch a separate application for playback of linear vr content please visit this link to see a selection of content now available for play via the steam 360 video player  including fox s alien covenant in utero vr experience  warner bros lego batman the batmersive experience  rooster teeth s red vs blue 360 episodes  the pacific northwest ballet s silent resonance  and more for more information on the 360 video player and system requirements  please click here,steam
today s deal save 50 on axiom verge  look for the deals each day on the front page of steam or follow us on twitter or facebook for instant notifications wherever you are  offer ends friday at 10am pacific time,steam
rakuen is now available on steam  a hospitalized boy comes to terms with his own story by traveling with his mom to a beautiful fantasy world ultimately helping his fellow patients find closure by walking a mile in their shoes,steam
today s deal save 75 on mordheim city of the damned  look for the deals each day on the front page of steam or follow us on twitter or facebook for instant notifications wherever you are  offer ends thursday at 10am pacific time,steam
birthdays the beginning is now available on steam and is 25 off  a garden game in which players create cube shaped worlds that give rise to diverse and unique lifeforms shape the geography and alter the temperature of each world to create the conditions for life and witness the birth of an entire ecosystem  offer ends may 16 at 10am pacific time,steam
strafe is now available on steam  strafe is the fastest  bloodiest  deadliest  most adjective abusing  action packed first person shooter of 1996 featuring breathtaking photorealistic graphics and persistent gore that allows you to paint levels red with the excessive entrails of your enemies,steam
nba playgrounds is now available on steam  classic nba arcade action is back  take your a game to the playground and beat the best in high flying 2 on 2 basketball action practice your skills offline  play with up to three others and take your talents online to posterize your opponents with acrobatic jams and ridiculous displays of skill,steam
creativerse is now available on steam  an adventure as big as your imagination,steam
metin2 is now available on steam  become a part of the legendary oriental action mmo now also on steam  put your skill to the test in epic pve battles against dragons and sinister demon lords  enter merciless pvp duels and become a true martial arts master,steam
today s deal save 75 on shadowrun hong kong extended edition  look for the deals each day on the front page of steam or follow us on twitter or facebook for instant notifications wherever you are  offer ends tuesday at 10am pacific time,steam
today s deal save 50 on pulsar lost colony  look for the deals each day on the front page of steam or follow us on twitter or facebook for instant notifications wherever you are  offer ends monday at 10am pacific time,steam
today s deal save 75 on limbo  look for the deals each day on the front page of steam or follow us on twitter or facebook for instant notifications wherever you are  offer ends sunday at 10am pacific time,steam
prey is now available on steam  in prey  you awaken aboard talos i  a space station orbiting the moon in the year 2032 you are the key subject of an experiment meant to alter humanity forever but things have gone terribly wrong the space station has been overrun by hostile aliens and you are now being hunted as you dig into the dark secrets of talos i and your own past  you must survive using the tools found on the station  your wits  weapons  and mind bending abilities,steam
spaceplan is now available on steam  spaceplan is an experimental piece of interaction based partly on a total misunderstanding of stephen hawking s a brief history of time,steam
the official soundtrack to team fortress 2  fight songs  performed by the valve studio orchestra  is now available digitally on steam  check out the team fortress 2 blog for more information on purchasing the physical cd or lp,steam
sid meier s civilization vi is on sale now at 33 off  offer ends thursday  may 11th,steam
happy starwars day  celebrate with discounts up to 77 off on all star wars games  maythe4thbewithyou offer ends 5 8 at 10am pacific time,steam
marvel heroes 2016 marvel s guardians of the galaxy vol 2 pack  all new content for marvel heroes 2016 is now available on steam and is 10 off  in celebration of marvel s guardians of the galaxy vol 2  this pack includes playable star lord  playable rocket raccoon  costumes for both heroes inspired by marvel s guardians of the galaxy vol 2  and more  rocket raccoon s new costume includes an update to his groot summon  which enables him to summon groot from marvel s guardians of the galaxy vol 2  offer ends may 11 at 10am pacific time,steam
tumbleseed is now available on steam  tumbleseed is a deceptively deep roguelike about balancing a seed up a dangerous and ever changing mountain,steam
prey is now available for pre load on steam pre load now and be ready to play when it launches in prey  you awaken aboard talos i  a space station orbiting the moon in the year 2032 you are the key subject of an experiment meant to alter humanity forever but things have gone terribly wrong the space station has been overrun by hostile aliens and you are now being hunted,steam
save 75 on age of wonders iii during this week s midweek madness  offer ends thursday at 4pm pacific time,steam
today s deal save 40 on kerbal space program  look for the deals each day on the front page of steam or follow us on twitter or facebook for instant notifications wherever you are  offer ends tuesday at 10am pacific time,steam
viking rage is now available on steam and is 10 off  axes up  bows drawn  raise your horns  trolls  kobolds and other mythical creatures have it in for the fortress of the vikings and these are exactly who you re gonna beat up left and right in viking rage offer ends may 5 at 10am pacific time,steam
today s deal save 50 on lisa  look for the deals each day on the front page of steam or follow us on twitter or facebook for instant notifications wherever you are  offer ends sunday at 10am pacific time,steam
little nightmares is now available on steam  immerse yourself in little nightmares  a dark whimsical tale that will confront you with your childhood fears  help six escape the maw a vast  mysterious vessel inhabited by corrupted souls looking for their next meal,steam
play duck game for free starting now through sunday at 1pm pacific time you can also pickup duck game at 50 off the regular price  if you already have steam installed  click here to install or play duck game if you do nt have steam  you can download it here offer ends monday at 10am pacific time,steam
today s deal save 33 on terratech  look for the deals each day on the front page of steam or follow us on twitter or facebook for instant notifications wherever you are  offer ends friday at 10am pacific time,steam
tune in at 10am pacific to watch the worldwide reveal livestream of call of duty wwii,steam
blazblue centralfiction is now available on steam and is 10 off  combining 2d fighting game and visual novel  the blazblue series has been supported by many fighting game fans the latest installation  blazblue centralfiction  serves as the ending to the azure saga and reveals the truth that has ever been in mystery offer ends may 2 at 10am pacific time,steam
earthfall is now available on steam early access  coming to steam early access in early 2017 and later to playstation 4 and xbox one  earthfall is a co operative shooter for up to four players using team based tactics to fortify holdouts and complete objectives  players must work together to survive,steam
i expect you to die is now available on steam  play as a secret agent armed with telekinetic abilities on a mission to stop zoraxis  a nefarious global weapons and pharmaceutical corporation,steam
outlast 2 is now available on steam  outlast 2 introduces you to sullivan knoth and his followers  who left our wicked world behind to give birth to temple gate  a town  deep in the wilderness and hidden from civilization knoth and his flock are preparing for the tribulations of the end of times and you re right in the thick of it,steam
sniper ghost warrior 3 is now available on steam  go behind enemy lines with the ultimate modern military shooter play as an american sniper dropped in georgia  near russian border choose your own path to accomplish your missions across an unforgiving open world,steam
deformers is now available on steam  prepare for an epic battle  deformers is a physics based arena brawler where the goal is to out battle  out eat  and out score your opponent smash up your friends in splitscreen co op  or team up and fight against others online,steam
today s deal save 50 on n  nplusplus   look for the deals each day on the front page of steam or follow us on twitter or facebook for instant notifications wherever you are  offer ends sunday at 10am pacific time,steam
craft keep vr is now available on steam and is 25 off  set within a fantasy world of dragons  dungeons and foul mouthed customers  you are an alchemist blacksmith forging weapons and brewing potions offer ends april 28 at 10am pacific time,steam
today s deal save up to 75 on saints row franchise  plus get saints row 2 free for a limited time look for the deals each day on the front page of steam or follow us on twitter or facebook for instant notifications wherever you are  offer ends monday at 10am pacific time,steam
syberia 3 is now available on steam  the next generation in adventure games  syberia 3 takes you inside an enchanting  mysterious universe full of life for you to explore in 3d plunged into the heart of a world inhabited by a cast of interesting characters  you ll discover and experience a fabulous tale as imagined by benoit sokal,steam
a new batch of classic activision games are now available on steam  the individual games are 40 off  or pick up the entire bundle for an added discount offer ends april 25 at 10am pacific time,steam
forts is now available on steam and is 10 off  forts is a physics based rts where foes design and build custom bases  arm them to the teeth and blast their opponent s creations to rubble offer ends april 26 at 10am pacific time,steam
flinthook is now available on steam and is 10 off  live the life of space captain flinthook  armed with your mighty hookshot  your uncanny slow motion powers and your trusty blasma pistol  plunder and fight your way through an infinite variety of randomly assembled spaceships for treasure  loot and fame  hunt down your pirate rivals and collect wondrous relics to become the greatest pirate of the universe  in this fast action platformer with roguelike elements  offer ends april 25 at 10am pacific time,steam
full throttle remastered is now available on steam and is 20 off  originally released by lucasarts in 1995  full throttle is a classic graphic adventure game from industry legend tim schafer  telling the story of ben throttle butt kicking leader of biker gang the polecats  who gets caught up in a tale of motorcycles  mayhem and murder now over 20 years later  full throttle is back in a remastered edition that features all new hand drawn and 3d high resolution artwork with 4k support  and with remastered audio and music offer ends april 25 at 10am pacific time,steam
save 50 on subnautica during this week s midweek madness  offer ends friday at 10am pacific,steam
save 33 on scrap mechanic during this week s midweek madness  welcome to the machine filled creative paradise of scrap mechanic  a multiplayer sandbox game with imagination and ingenuity at its core create fantastic machines  transforming vehicles or sneaky traps the possibilities are endless with scrap mechanics powerful tools offer ends friday at 10am pacific time,steam
shiness the lightning kingdom is now available on steam  shiness is an action rpg developed by indie development studio enigami  which will let you travel in a captivating universe doomed to destruction ever since the fragmentation of the planet mahera,steam
the disney afternoon collection is now available on steam  starring a cast of beloved disney characters  the disney afternoon collection takes you back to a golden era of gaming and afternoons filled with adventure all six classic games feature new and improved visuals and include filtering options that replicate a retro look and feel,steam
today s deal save 60 on layers of fear  look for the deals each day on the front page of steam or follow us on twitter or facebook for instant notifications wherever you are  offer ends wednesday at 10am pacific time,steam
today s deal save 40 on terraria  look for the deals each day on the front page of steam or follow us on twitter or facebook for instant notifications wherever you are  offer ends tuesday at 10am pacific time,steam
today s deal save 40 on i am setsuna  look for the deals each day on the front page of steam or follow us on twitter or facebook for instant notifications wherever you are  offer ends sunday at 10am pacific time,steam
fourtex jugo is now available on steam and is 20 off  a challenging single player strategy puzzler with rule based mechanics and hand crafted levels offer ends april 20 at 10am pacific time,steam
save 25 70 off all frontier development titles  including planet coaster and elite dangerous  as part of this week s weekend deal  offer ends monday at 10am pacific time,steam
save 40 on nba 2k17 this weekend  offer ends monday at 10am pacific time,steam
save 75 on the talos principle during this week s midweek madness  offer ends friday at 10am pacific time,steam
today s deal save 33 on battlerite and play for free until sunday 1pm pacific time  look for the deals each day on the front page of steam or follow us on twitter or facebook for instant notifications wherever you are  offer ends monday at 10am pacific time,steam
bayonetta is now available on steam  platinumgames universally acclaimed action masterpiece finally comes to pc experience the over the top stylish action in 60fps at unlocked hd resolutions the definitive way to play being bad never felt so good,steam
play the elder scrolls online tamriel unlimited for free starting now through tuesday april 18th at 7am pacific time you can also pickup the elder scrolls online tamriel unlimited at 67 off the regular price  if you already have steam installed  click here to install or play the elder scrolls online tamriel unlimited if you do nt have steam  you can download it here offer ends tuesday  april 18th at 7am pacific time,steam
today s deal save 70 on how to survive 2  look for the deals each day on the front page of steam or follow us on twitter or facebook for instant notifications wherever you are  offer ends wednesday at 10am pacific time,steam
today s deal save on zachtronics puzzle pack  look for the deals each day on the front page of steam or follow us on twitter or facebook for instant notifications wherever you are  offer ends sunday at 10am pacific time,steam
bullet soul is now available on steam and is 10 off  a brand new adaptation to the shooting genre which rewards survival through aggressive play blending classic shooting game design with a substantial dose of modern day bullet hell  bullet soul has it all  bringing even more heat are resonator the moniker of aural wizards kenji itoken ito and kohta takahashi  setting fire to your speakers with their tunes last but not least  akio watanabe brings his skills to the scene cooking up the character designs offer ends april 13 at 10am pacific time,steam
to celebrate a year of vr on steam  save big on lots of vr titles  plus  play tilt brush and raw data for free starting now through sunday at 1pm pacific time if you already have steam installed  click here to install or play tilt brush or click here to install or play raw data if you do nt have steam  you can download it here offer ends monday at 10am pacific time,steam
today s deal save 50 on this is the police  look for the deals each day on the front page of steam or follow us on twitter or facebook for instant notifications wherever you are  offer ends friday at 10am pacific time,steam
celebrate orc week by saving big on the orcs must die franchise  get 90 off on orcs must die games  or buy the whole franchise bundle for an added discount offer ends monday april 10 at 10am pacific time,steam
save 50 on dark souls iii during this week s midweek madness  offer ends friday at 10am pacific time,steam
save 75 on sins of a solar empire rebellion during this week s midweek madness  command a space faring empire in sins of a solar empire rebellion  the new stand alone expansion that combines 4x depth with real time strategy gameplay offer ends friday at 10am pacific time,steam
save 50 on dishonored 2 during this week s midweek madness  play your way in a world where mysticism and industry collide will you choose to play as empress emily kaldwin or the royal protector  corvo attano  will you make your way through the game unseen  make full use of its brutal combat system  or use a blend of both  offer ends tuesday april 11th at 10am pacific time,steam
serious sam vr the second encounter is now available on steam and is 25 off  serious sam vr the second encounter is a sequel to serious sam vr the first encounter frantic arcade action fps  featuring singleplay and co op campaign  various multiplayer modes  all presented in glorious vr and with different locomotion movements offer ends april 11 at 10am pacific time,steam
today s deal save 50 on town of salem  look for the deals each day on the front page of steam or follow us on twitter or facebook for instant notifications wherever you are  offer ends tuesday at 10am pacific time,steam
guns of icarus alliance is now available on steam and is 10 off  in addition  owners of guns of icarus online will get an additional 15 off for a limited time guns of icarus alliance is a new co op pve airship combat experience brought to you by the makers of guns of icarus online take on armadas of enemy ships  planes  and bosses in diverse game modes with wide selection of ships and weaponry claim the wasteland solo or with up to 16 friends in perilous and dynamic missions to advance your faction s goals  and unlock new gear offer ends april 7 at 10am pacific time,steam
the weird and wonderful bundle is now available  offering big discounts on strange and silly games bundle includes surgeon simulator anniversary edition goat simulator human fall flat speedrunners viscera cleanup detail,steam
today s deal save 50 on the elder scrolls iii morrowind game of the year edition  look for the deals each day on the front page of steam or follow us on twitter or facebook for instant notifications wherever you are  offer ends sunday at 10am pacific time,steam
today s deal save 60 on knights of pen and paper 2  look for the deals each day on the front page of steam or follow us on twitter or facebook for instant notifications wherever you are  offer ends saturday at 10am pacific time,steam
